client,gender,amount,card,retail_service,country,timestamp
Carmine Saket,Male,"€70,44",visa,Health,Portugal,3:48:37
Kellby Conyard,Male,"€69,95",visa,Music,France,21:12:08
Doti Chinn,Female,"€30,71",mastercard,Toys,Brazil,14:27:04
Lyndy Ander,Female,"€88,00",visa,Automotive,France,11:25:07
Arnoldo Piff,Male,"€51,76",visa,Toys,Portugal,7:10:29
Alfy Gawke,Genderfluid,"€58,55",visa,Movies,Portugal,7:11:33
Tedda Hartland,Female,"€52,73",visa,Outdoors,France,9:33:59
Margaret Vernau,Female,"€0,91",americanexpress,Baby,Brazil,11:13:37
Melvyn Repper,Male,"€91,35",americanexpress,Tools,France,13:58:01
Jessalin McFarlane,Female,"€80,03",visa,Kids,Argentina,23:01:43
Dave Buckeridge,Male,"€96,08",americanexpress,Automotive,Spain,17:17:11
Euphemia Gertray,Female,"€6,84",americanexpress,Movies,France,6:08:19
Louella Matthaus,Female,"€81,78",americanexpress,Music,Brazil,5:27:31
Louisa Glassard,Female,"€57,94",visa,Industrial,France,2:10:07
Ashley Jent,Polygender,"€74,49",mastercard,Sports,Argentina,17:58:52
Addi Ridulfo,Female,"€23,65",visa,Clothing,France,14:15:29
Enrica Lavell,Female,"€81,43",mastercard,Beauty,Brazil,18:57:10
Iona Hould,Female,"€29,42",mastercard,Industrial,France,13:45:02
Wright Lebang,Male,"€50,40",visa,Shoes,Portugal,21:15:39
Rodger Raddan,Male,"€0,88",visa,Electronics,Spain,13:42:29
Dorothee Coldbathe,Female,"€57,18",americanexpress,Books,Brazil,14:38:59
Tanner Woolvett,Male,"€28,36",mastercard,Music,Brazil,4:30:15
Reinaldo Peert,Male,"€82,60",americanexpress,Tools,Brazil,19:15:32
Erinn Shovell,Female,"€59,21",visa,Computers,Portugal,23:02:05
Hertha Touhig,Genderqueer,"€3,93",americanexpress,Industrial,Portugal,20:50:46
Anna-diane Dufaire,Female,"€54,69",americanexpress,Outdoors,Brazil,13:41:38
Brice Wadworth,Male,"€29,39",americanexpress,Books,Brazil,21:25:04
Huntley Bissell,Male,"€99,96",visa,Garden,Portugal,1:25:08
Bradan Ahrens,Male,"€81,58",mastercard,Garden,France,19:17:26
Donall Gras,Male,"€46,29",americanexpress,Industrial,Portugal,1:48:02
Grata Snowball,Female,"€52,39",americanexpress,Books,Portugal,2:13:35
Alfy Possell,Male,"€67,47",americanexpress,Tools,Brazil,8:45:05
Willdon Hatfield,Male,"€26,40",mastercard,Clothing,Brazil,17:26:12
Anne-marie Santer,Female,"€75,03",americanexpress,Garden,France,22:46:47
Gherardo Calleja,Male,"€53,60",americanexpress,Jewelry,Brazil,18:02:27
Bambi Ablitt,Female,"€3,50",visa,Beauty,Brazil,1:21:42
Sam Lendon,Female,"€61,86",visa,Clothing,Argentina,17:03:41
Piggy Chitty,Male,"€56,15",visa,Grocery,Argentina,20:00:44
Cirstoforo Janusz,Male,"€15,53",mastercard,Grocery,Portugal,14:25:51
Terri Chestnut,Male,"€20,29",americanexpress,Computers,Germany,16:58:14
Esther Cuvley,Female,"€17,50",visa,Shoes,Brazil,18:56:15
Constantino Watt,Male,"€39,79",americanexpress,Sports,Brazil,0:03:20
Paten Ferrara,Genderqueer,"€85,05",visa,Jewelry,Portugal,21:11:27
Aurore Ilymanov,Female,"€16,60",visa,Books,Portugal,10:40:58
Dasi Russe,Female,"€90,25",americanexpress,Grocery,Argentina,22:15:15
Livvyy Fishburn,Female,"€55,32",americanexpress,Toys,Portugal,17:50:44
Lexine Grigs,Female,"€74,19",visa,Computers,Brazil,18:23:13
Smitty Woodland,Male,"€83,06",visa,Outdoors,France,23:03:42
Onofredo Radbond,Male,"€29,31",visa,Books,Germany,15:44:09
Pancho Ashard,Male,"€15,08",visa,Home,Portugal,1:41:45
Ermin Metheringham,Male,"€47,79",visa,Music,France,6:48:11
Gisela Wolfe,Female,"€98,29",americanexpress,Music,Portugal,10:55:43
Claybourne Rentcome,Male,"€58,73",americanexpress,Jewelry,Brazil,23:02:37
Stearne Endon,Male,"€93,64",americanexpress,Kids,Argentina,6:46:33
Dun Fawke,Bigender,"€12,34",mastercard,Clothing,France,1:58:22
Waldo Vlasyuk,Male,"€2,49",visa,Baby,Argentina,8:16:04
Florry Gowdie,Female,"€94,20",americanexpress,Games,France,6:06:50
Fania Kittel,Female,"€90,26",mastercard,Industrial,Argentina,22:02:28
Bella Stickley,Female,"€29,80",visa,Home,Portugal,23:42:03
Durante Mowday,Male,"€20,26",visa,Outdoors,Portugal,1:23:24
Garnet Ironside,Female,"€75,26",americanexpress,Beauty,Portugal,9:35:10
Emmalynn Henrych,Female,"€4,71",mastercard,Home,France,21:26:06
Fidelity Aronsohn,Female,"€21,96",mastercard,Industrial,Portugal,3:16:50
Kinny Lorens,Male,"€45,43",visa,Grocery,Brazil,8:32:43
Mile Islip,Genderqueer,"€26,30",americanexpress,Garden,Brazil,23:47:52
Darius Worton,Male,"€52,76",visa,Jewelry,Portugal,3:18:55
Bekki Hans,Female,"€85,09",americanexpress,Grocery,France,9:02:41
Olivia Spat,Female,"€97,06",visa,Computers,France,8:36:17
Rey Charlton,Male,"€53,31",visa,Home,Portugal,6:07:57
Geralda McIlveen,Female,"€52,75",americanexpress,Industrial,France,9:40:11
Jemimah Andrioli,Female,"€53,81",mastercard,Outdoors,France,3:10:05
Gavin Bugby,Male,"€23,66",americanexpress,Health,Brazil,16:18:57
Elna Reyna,Agender,"€12,50",mastercard,Outdoors,Portugal,4:58:22
Corny Kennan,Female,"€50,58",americanexpress,Computers,Germany,19:29:33
Bren Carletto,Male,"€63,90",americanexpress,Jewelry,Argentina,13:17:28
Barry Burtonwood,Bigender,"€9,11",visa,Sports,Portugal,16:01:56
Clo Gomar,Female,"€20,05",mastercard,Electronics,France,6:08:52
Eli Pancast,Male,"€16,45",americanexpress,Health,Portugal,6:44:24
Shirlee Stigers,Agender,"€92,91",mastercard,Books,Brazil,7:50:18
Denny Rakestraw,Female,"€21,78",mastercard,Sports,Argentina,15:01:08
Pen Milland,Female,"€43,83",americanexpress,Grocery,Portugal,17:44:33
Benjy Degli Abbati,Male,"€69,06",visa,Outdoors,France,12:25:22
Monte Dudley,Male,"€56,00",visa,Games,Brazil,19:08:59
Corbie Rigard,Male,"€55,52",visa,Health,Argentina,7:41:23
Pierre Findon,Male,"€33,46",mastercard,Outdoors,France,1:06:06
Ax Veysey,Male,"€64,93",americanexpress,Tools,Spain,14:28:26
Aldwin Ineson,Male,"€77,52",americanexpress,Grocery,France,21:27:07
Antonia Colvie,Female,"€39,31",americanexpress,Sports,France,16:15:36
Johanna Matyashev,Agender,"€29,35",visa,Automotive,Brazil,15:09:11
Freddy Uebel,Male,"€66,63",americanexpress,Toys,Portugal,2:04:50
Torrie Northidge,Female,"€62,46",americanexpress,Books,Brazil,11:59:00
Kaile Durling,Female,"€95,33",americanexpress,Clothing,Brazil,14:03:16
Abdel Mussen,Male,"€30,28",americanexpress,Garden,Argentina,17:23:08
Levi Venny,Male,"€18,46",visa,Clothing,Brazil,10:31:35
Frank Ballinghall,Male,"€89,76",visa,Home,Brazil,10:43:17
Shirl Castaneda,Female,"€15,11",americanexpress,Health,Brazil,11:55:08
Vevay Hymor,Female,"€59,11",visa,Sports,Portugal,21:53:33
Jeth Caulfield,Male,"€75,41",mastercard,Electronics,Portugal,21:34:44
Shirlene Harwood,Female,"€15,45",americanexpress,Beauty,Spain,12:06:31
Lorne Rossant,Male,"€11,21",mastercard,Home,Portugal,7:46:30
Melvyn Bartelet,Male,"€24,33",visa,Industrial,Portugal,7:46:31
Massimiliano Koppeck,Male,"€67,55",visa,Beauty,France,1:39:21
De witt Canter,Non-binary,"€95,42",visa,Sports,Portugal,8:03:41
Ray Toy,Male,"€65,36",americanexpress,Sports,Brazil,7:09:07
Gertie Quimby,Female,"€27,17",mastercard,Beauty,Portugal,20:16:08
Sibbie Castro,Female,"€46,82",americanexpress,Books,Portugal,4:55:24
Dionne Hailes,Genderfluid,"€97,63",mastercard,Clothing,Portugal,0:39:47
Roy Rodenborch,Male,"€82,40",americanexpress,Baby,France,19:46:16
Sheila Youthead,Female,"€96,09",mastercard,Kids,Argentina,4:10:34
Eberhard Edelheit,Male,"€84,61",mastercard,Kids,Portugal,9:27:43
Constantin Girardez,Male,"€90,24",mastercard,Movies,France,3:01:32
Archambault Marrable,Male,"€1,19",visa,Books,Brazil,9:07:11
Cam Cockcroft,Male,"€40,04",mastercard,Outdoors,Brazil,6:37:56
Nigel Dybald,Male,"€5,54",mastercard,Industrial,Brazil,16:34:02
Perry Antoshin,Female,"€23,39",americanexpress,Games,Portugal,1:59:33
Barr Tonnesen,Male,"€75,86",visa,Tools,Brazil,19:47:57
Kylie Johannes,Male,"€1,82",americanexpress,Kids,France,23:53:55
Sheff Joslyn,Male,"€50,13",visa,Sports,Argentina,8:38:27
Nicky Budnk,Genderqueer,"€87,67",mastercard,Sports,Brazil,8:15:20
Phillipp Carslaw,Male,"€61,12",visa,Grocery,France,0:56:28
Bobbi Foulis,Female,"€83,14",mastercard,Outdoors,Argentina,22:24:59
Clayton Gue,Male,"€76,32",americanexpress,Kids,Portugal,9:59:58
Shirlene Chastagnier,Female,"€19,60",americanexpress,Books,Brazil,8:51:46
Lorenzo Lackeye,Male,"€40,33",mastercard,Beauty,Brazil,13:55:48
Sonnnie Enevold,Genderfluid,"€51,81",americanexpress,Tools,France,1:39:05
Benjamin Maxwale,Male,"€21,22",visa,Home,Portugal,16:54:48
Dilly Fallens,Male,"€82,91",americanexpress,Beauty,Brazil,3:11:29
Constanta Greeding,Female,"€28,32",americanexpress,Garden,Argentina,8:02:34
Fernando Ripley,Male,"€19,11",visa,Grocery,Brazil,17:29:17
Andriette Obin,Female,"€40,49",americanexpress,Baby,Portugal,15:24:50
Brandais Faustian,Female,"€63,98",americanexpress,Beauty,Brazil,17:53:14
Bren Plumridge,Male,"€13,95",visa,Grocery,Argentina,11:26:19
Miles Sealy,Male,"€19,82",mastercard,Outdoors,Argentina,4:32:39
Ailene Surguine,Female,"€15,15",americanexpress,Beauty,France,1:49:24
Inga Edess,Bigender,"€97,31",mastercard,Clothing,Portugal,9:07:20
Padgett Di Franceshci,Male,"€11,08",americanexpress,Books,Brazil,0:36:50
Zia Rosnau,Female,"€40,08",americanexpress,Electronics,Germany,23:40:10
Tally Seif,Male,"€68,01",mastercard,Clothing,Portugal,7:34:42
Hart Coolican,Male,"€57,70",americanexpress,Grocery,Brazil,3:13:06
Roderick Dalrymple,Genderfluid,"€76,89",visa,Computers,Brazil,2:13:13
Emmit Lefwich,Male,"€8,88",americanexpress,Automotive,France,9:43:54
Vivian Beaze,Female,"€65,05",americanexpress,Sports,France,18:32:40
Clarey Selland,Female,"€86,52",mastercard,Kids,Argentina,23:03:31
Ric Chiverstone,Male,"€50,87",mastercard,Kids,Brazil,3:29:08
Emili Sach,Female,"€91,33",americanexpress,Shoes,France,19:10:49
Dario Racher,Male,"€52,55",americanexpress,Beauty,Brazil,3:20:24
Vanni Shannon,Female,"€2,92",mastercard,Kids,Germany,10:04:51
Kristien Bredes,Female,"€11,04",americanexpress,Books,France,3:20:15
Wayne Chantrell,Male,"€8,60",americanexpress,Shoes,Portugal,20:03:34
Payton Luckes,Male,"€62,55",mastercard,Industrial,Spain,13:58:44
Kalle Burdess,Male,"€80,81",visa,Kids,Brazil,20:53:47
Pierre Ackery,Male,"€78,56",mastercard,Sports,Brazil,3:13:38
Marcie Bambrugh,Female,"€31,76",visa,Shoes,France,17:21:14
Nevins Crombleholme,Bigender,"€53,60",mastercard,Industrial,Argentina,13:34:25
Codi Fleetwood,Male,"€55,48",mastercard,Grocery,Portugal,5:45:39
Lela Raunds,Genderqueer,"€13,16",mastercard,Games,Portugal,0:01:43
Kimmi Haynesford,Female,"€31,92",visa,Sports,Portugal,4:40:39
Morie Benjefield,Male,"€10,53",americanexpress,Outdoors,France,21:07:16
Jonas Tomeo,Male,"€88,56",mastercard,Outdoors,Portugal,1:54:06
Thorstein Stockau,Male,"€16,64",visa,Shoes,Brazil,23:47:49
Stinky Von Welldun,Male,"€55,67",mastercard,Toys,Argentina,20:12:07
Rancell Colecrough,Male,"€65,99",americanexpress,Baby,Brazil,15:25:04
Wang Boards,Male,"€97,72",americanexpress,Music,Brazil,20:08:33
Shae Hall-Gough,Male,"€56,65",visa,Automotive,Brazil,17:15:01
Malinde Eakley,Female,"€15,78",mastercard,Baby,France,2:10:55
Tracey Vardy,Female,"€85,62",visa,Home,France,10:16:20
Annadiane Cheyney,Female,"€56,75",visa,Jewelry,Brazil,22:37:04
Frasquito Conyers,Male,"€9,85",visa,Toys,Brazil,7:01:23
Auria Manterfield,Female,"€15,68",visa,Garden,Portugal,4:44:14
Fielding Meere,Male,"€45,85",visa,Home,Germany,19:36:37
Jerald Baldwin,Male,"€23,46",mastercard,Movies,Argentina,21:36:55
Aldous Moss,Male,"€12,76",americanexpress,Garden,Brazil,10:26:58
Kareem Kilius,Bigender,"€77,42",americanexpress,Toys,Portugal,6:42:16
Osbourn Coll,Male,"€92,20",americanexpress,Kids,Portugal,21:18:00
Benedict Houlden,Male,"€22,42",americanexpress,Grocery,France,14:38:18
Granny Clavering,Male,"€28,98",mastercard,Computers,Brazil,4:28:42
Katharine Reveley,Female,"€80,94",americanexpress,Electronics,Portugal,14:54:02
Min Dielhenn,Female,"€20,38",visa,Grocery,France,15:27:04
Rosie Lebell,Female,"€74,06",visa,Outdoors,France,8:24:30
Anica Daouse,Female,"€81,22",mastercard,Computers,France,12:28:01
Blinnie Synnott,Female,"€92,91",visa,Shoes,Brazil,9:46:30
Sibbie Skellen,Female,"€17,63",mastercard,Health,Germany,1:13:58
Jo-anne Thompsett,Female,"€8,86",visa,Movies,Brazil,3:40:55
Pen Mordon,Male,"€17,30",americanexpress,Industrial,Brazil,19:27:38
Somerset Puve,Male,"€22,40",visa,Home,Brazil,14:25:44
Elmer Popeley,Male,"€7,93",americanexpress,Toys,Portugal,10:37:00
Ermin Lomasna,Male,"€38,07",mastercard,Grocery,Brazil,8:20:50
Ariel Bottini,Male,"€36,25",americanexpress,Shoes,Brazil,2:43:15
Daryl Blundan,Male,"€13,21",visa,Jewelry,France,14:12:09
Roderigo Hanscome,Polygender,"€18,37",mastercard,Health,Brazil,21:20:15
Arabele McGoogan,Female,"€4,37",visa,Garden,Brazil,4:13:48
Steffen Steade,Bigender,"€65,31",visa,Movies,Brazil,1:00:53
Barron Brilleman,Male,"€61,06",visa,Garden,Portugal,18:34:09
Raul Pakeman,Male,"€63,92",visa,Games,Portugal,14:56:48
Mureil Brabban,Non-binary,"€24,51",visa,Kids,France,0:51:46
Olympe Rizziello,Female,"€74,07",americanexpress,Clothing,France,11:00:47
Matt Mennell,Male,"€62,22",visa,Music,Brazil,18:40:26
Hamnet Snell,Bigender,"€64,43",visa,Grocery,Brazil,23:27:40
Fallon Bythway,Female,"€79,53",visa,Sports,Portugal,20:43:43
Devlen Bantham,Male,"€16,61",mastercard,Sports,Portugal,23:23:52
Chauncey Dowthwaite,Male,"€60,93",visa,Games,Portugal,1:53:39
Zia Farthin,Agender,"€26,97",mastercard,Baby,Brazil,18:41:29
Phyllida Gabbitis,Female,"€67,06",visa,Toys,France,16:14:58
Ralph Dunbleton,Genderqueer,"€74,11",americanexpress,Health,Argentina,4:19:18
Vladamir O'Gready,Male,"€1,85",americanexpress,Tools,Brazil,8:19:37
Joelynn Kopta,Female,"€2,36",visa,Sports,Portugal,6:58:42
Lacie Thorneley,Female,"€36,55",mastercard,Computers,France,4:37:08
Jennette Cornier,Female,"€53,72",mastercard,Movies,Brazil,18:48:24
Matti Gibbin,Female,"€1,80",visa,Clothing,Brazil,0:30:06
Sheelah Danzelman,Female,"€24,54",mastercard,Clothing,Brazil,5:06:44
Berri Shrubsall,Non-binary,"€48,31",mastercard,Beauty,Brazil,23:15:54
Renado Reidshaw,Male,"€10,01",visa,Toys,Argentina,5:53:54
Pete Wands,Male,"€60,51",americanexpress,Kids,Argentina,21:24:15
Ferdinand Kem,Male,"€45,38",visa,Grocery,Portugal,20:43:38
Cari Teodori,Female,"€46,99",visa,Kids,Portugal,0:24:41
Emanuele Philipeaux,Male,"€25,75",americanexpress,Sports,France,10:12:19
Thornie Russel,Male,"€78,00",mastercard,Movies,Brazil,13:46:22
Hester Larway,Non-binary,"€25,15",americanexpress,Jewelry,France,4:58:54
Gorden Domengue,Bigender,"€19,53",visa,Automotive,Brazil,13:25:14
Patrizio Mitchelmore,Male,"€48,37",mastercard,Kids,Brazil,18:42:49
Connie Galletley,Male,"€8,30",visa,Automotive,Portugal,11:12:31
Breanne Wahner,Female,"€0,15",mastercard,Clothing,Portugal,9:31:25
Danette Geaveny,Genderqueer,"€34,28",visa,Garden,Brazil,0:11:40
Michelina Caulton,Female,"€95,17",americanexpress,Toys,Portugal,1:42:30
Moreen Addeycott,Female,"€23,22",mastercard,Automotive,Brazil,7:25:38
Chelsy Sewall,Female,"€84,06",mastercard,Baby,Brazil,8:29:46
Raviv Flett,Male,"€45,92",mastercard,Electronics,Argentina,17:37:42
Jeffrey Conman,Male,"€43,69",visa,Outdoors,Brazil,16:48:46
Jeanette Isac,Female,"€68,39",mastercard,Automotive,Portugal,21:06:25
Trudie Kem,Female,"€49,10",americanexpress,Jewelry,Brazil,6:37:32
Erhard Byk,Male,"€10,20",visa,Grocery,France,22:16:21
Marnia Bednall,Female,"€90,60",visa,Garden,France,1:24:55
Worth Riepel,Male,"€53,72",americanexpress,Kids,Brazil,6:41:38
Luci Bloodworthe,Female,"€91,77",visa,Industrial,France,22:09:09
Bunnie Colville,Female,"€6,08",visa,Books,Portugal,5:55:03
Ignace Ratazzi,Male,"€15,00",mastercard,Outdoors,Portugal,6:33:46
Olenolin Kitchinham,Male,"€4,01",mastercard,Jewelry,France,7:58:51
Israel Jephson,Male,"€77,97",visa,Industrial,Portugal,6:40:03
Aleen Tidey,Female,"€83,64",visa,Tools,France,22:55:49
Harald Jacketts,Male,"€3,35",visa,Books,France,21:48:32
Myrilla Bodley,Non-binary,"€52,86",americanexpress,Health,France,15:10:31
Darnall MacCarter,Male,"€27,32",visa,Jewelry,Brazil,16:04:03
Ree Stilwell,Female,"€60,98",visa,Home,Brazil,1:49:14
Vivianne Gosker,Female,"€94,48",mastercard,Tools,Portugal,17:56:45
Alma Tinkham,Female,"€33,80",visa,Outdoors,France,18:24:28
Sonja Tommeo,Female,"€87,79",mastercard,Outdoors,Brazil,11:45:56
Monroe Idiens,Male,"€99,81",americanexpress,Shoes,France,2:20:11
Kathlin Kirkam,Female,"€58,59",visa,Jewelry,Portugal,14:18:38
Hermon Sorbie,Male,"€11,58",mastercard,Kids,Brazil,19:52:22
Cristie Cridland,Female,"€40,85",americanexpress,Baby,Brazil,12:50:54
Hermia Chazelle,Female,"€51,33",visa,Tools,Brazil,4:21:00
Zaneta Spires,Female,"€15,39",americanexpress,Automotive,Argentina,13:51:41
Isabeau Powrie,Female,"€32,38",visa,Electronics,France,12:28:26
Urban Elstob,Male,"€18,40",americanexpress,Grocery,Portugal,7:37:42
Anthe Goncalo,Female,"€17,23",americanexpress,Automotive,Portugal,19:22:38
Paulita Chisholme,Female,"€63,04",americanexpress,Grocery,France,12:57:19
Conney Drieu,Male,"€21,57",mastercard,Shoes,Portugal,17:07:02
Ellis Danigel,Male,"€21,39",visa,Jewelry,Brazil,11:15:11
Wheeler Cawthry,Male,"€41,70",visa,Clothing,France,19:52:02
Derick Bartolomeotti,Male,"€45,34",mastercard,Health,Portugal,22:26:47
Page Christie,Male,"€46,02",mastercard,Music,Portugal,9:57:05
Alford Pagitt,Male,"€47,69",americanexpress,Sports,Germany,2:59:13
Antonin Brogi,Male,"€29,03",visa,Sports,France,4:51:59
Yetta Burfoot,Female,"€2,02",visa,Toys,Portugal,22:37:10
Sybilla Cathee,Non-binary,"€43,78",visa,Shoes,Brazil,14:10:37
Noemi Hanaford,Female,"€43,31",visa,Books,Spain,17:15:16
Ursola Aery,Female,"€23,46",visa,Clothing,Portugal,20:18:05
Tommy Bage,Male,"€10,38",visa,Shoes,Portugal,18:31:21
Sherline Klewer,Female,"€75,72",visa,Clothing,Portugal,1:11:41
Mano Bresland,Male,"€24,11",mastercard,Automotive,Brazil,11:42:17
Gabbie Klaaassen,Female,"€42,36",visa,Electronics,Portugal,13:18:54
Derrik Kunneke,Male,"€44,47",mastercard,Kids,France,7:28:00
Rip Woollam,Male,"€77,27",mastercard,Movies,Portugal,19:09:37
Crystal Pumphreys,Polygender,"€72,90",visa,Health,Argentina,12:33:23
Anastasie Scambler,Female,"€19,94",americanexpress,Books,Portugal,7:43:40
Morgen Petyankin,Male,"€12,56",mastercard,Toys,Germany,5:34:59
Tabby Tooting,Male,"€10,61",visa,Baby,Brazil,19:59:19
Ruthie Burbury,Female,"€28,52",visa,Clothing,Brazil,12:22:27
Rabbi Leeuwerink,Male,"€7,63",visa,Health,Brazil,15:02:27
Lewes Caunt,Non-binary,"€21,52",visa,Music,France,13:40:41
Orson Serrurier,Male,"€1,82",mastercard,Grocery,Brazil,8:48:00
Keeley Faulkes,Female,"€14,01",americanexpress,Music,Portugal,21:20:50
Augie Mariet,Male,"€93,26",americanexpress,Clothing,Portugal,18:37:36
Flossy Elvey,Female,"€98,02",americanexpress,Sports,Portugal,18:29:09
Lacie Dunford,Female,"€5,05",visa,Games,France,12:31:27
Inglebert Estabrook,Male,"€8,64",visa,Books,Brazil,8:25:15
Bonni Griffith,Female,"€32,74",americanexpress,Toys,Brazil,10:52:23
Nevins Ambler,Male,"€37,28",visa,Books,Portugal,5:21:09
Susette Geggus,Female,"€21,61",mastercard,Movies,Portugal,8:46:19
Berny Castro,Female,"€56,93",visa,Music,Brazil,20:49:30
Ainsley Churn,Female,"€83,68",visa,Garden,Argentina,9:01:38
Shayne Ladson,Male,"€15,56",americanexpress,Kids,France,8:27:15
Louise Cleife,Female,"€57,22",mastercard,Home,France,10:26:36
Caprice Ransome,Female,"€40,16",americanexpress,Automotive,Spain,21:03:55
Tanny Gudeman,Male,"€81,60",visa,Movies,Brazil,19:16:20
Wade Morfield,Male,"€84,20",americanexpress,Sports,Brazil,5:17:48
Brigida Tumasian,Female,"€65,02",visa,Industrial,France,3:00:54
Michale Birdwistle,Male,"€63,58",mastercard,Industrial,Brazil,17:42:57
Ertha Budding,Female,"€7,16",mastercard,Garden,Germany,17:13:37
Emma Livard,Female,"€21,76",mastercard,Shoes,France,8:11:07
Peter Mannock,Male,"€25,54",mastercard,Automotive,France,2:06:44
Tab Ricker,Male,"€39,91",mastercard,Electronics,France,22:16:48
Eliot Bergeon,Genderfluid,"€68,72",mastercard,Electronics,Argentina,18:01:33
Gearard Maulden,Male,"€63,53",americanexpress,Baby,France,7:00:37
Yoshiko Arnott,Female,"€96,72",visa,Beauty,Portugal,20:03:37
Starlene Redmond,Female,"€77,63",mastercard,Grocery,Argentina,4:50:40
Win Poulsom,Male,"€90,43",visa,Clothing,France,0:15:21
Levey Fowler,Male,"€42,53",mastercard,Grocery,Portugal,21:29:40
Dorita Furse,Female,"€48,53",americanexpress,Clothing,France,1:48:15
Durand Snasdell,Male,"€18,03",mastercard,Shoes,Brazil,20:35:45
Lonny Maliphant,Male,"€98,07",mastercard,Outdoors,Portugal,13:33:42
Marv Cotman,Male,"€69,48",americanexpress,Beauty,Argentina,12:31:49
Gilligan Labrom,Female,"€12,36",mastercard,Grocery,Argentina,6:52:20
Mikaela Cutbush,Female,"€82,17",americanexpress,Shoes,Brazil,12:30:12
Theobald Joscelyne,Male,"€40,91",visa,Grocery,Argentina,14:58:19
Merell Schimonek,Male,"€12,71",visa,Movies,Argentina,1:25:48
Gay Ghirigori,Male,"€21,40",americanexpress,Shoes,Portugal,14:01:43
Burk Gamwell,Polygender,"€38,80",visa,Books,France,11:05:33
Saunders Bownas,Male,"€81,84",americanexpress,Tools,Brazil,14:49:23
Sybil Kimmerling,Female,"€16,90",visa,Kids,Argentina,21:08:26
Judd Flaonier,Male,"€0,55",mastercard,Games,Argentina,23:07:05
Alexina Rishworth,Female,"€81,40",americanexpress,Toys,Argentina,15:37:30
Ginger Diment,Male,"€57,64",americanexpress,Outdoors,Brazil,2:12:55
Greta Kindley,Non-binary,"€94,48",mastercard,Computers,Portugal,4:03:24
Crin Clyburn,Polygender,"€35,83",visa,Movies,France,0:28:58
Alan Norcock,Male,"€98,17",mastercard,Toys,Portugal,17:41:31
Delphine Nisby,Female,"€12,11",americanexpress,Books,Portugal,12:08:11
Waldemar Roller,Male,"€64,24",mastercard,Computers,Portugal,0:17:29
Fabe Rollett,Male,"€74,62",americanexpress,Beauty,Brazil,4:52:17
Hortense Noel,Female,"€2,57",mastercard,Books,Brazil,14:06:57
Bryanty Ferbrache,Male,"€94,13",visa,Automotive,Brazil,13:04:24
Gamaliel Beedie,Male,"€75,34",visa,Jewelry,Brazil,7:25:05
Yorgos Ditzel,Male,"€62,50",mastercard,Automotive,France,0:54:27
Giselbert Toby,Male,"€52,61",visa,Games,Brazil,17:01:40
Alfy Krinks,Female,"€57,93",mastercard,Electronics,France,19:33:23
Starr Higginbottam,Female,"€2,96",americanexpress,Games,Brazil,5:43:20
Spike Osanne,Male,"€88,49",americanexpress,Grocery,Argentina,19:39:57
Analiese Wait,Female,"€9,53",mastercard,Automotive,Brazil,16:23:43
Lynsey Hechlin,Female,"€28,03",mastercard,Health,Argentina,22:48:58
Natka Cutchee,Female,"€37,93",visa,Tools,Portugal,8:17:59
Aurie Petherick,Female,"€91,18",mastercard,Movies,Brazil,17:29:20
Chandler Lewson,Male,"€94,50",visa,Books,Brazil,18:48:04
Dominica Sellman,Female,"€72,93",visa,Sports,Portugal,14:30:51
Bronnie Loddy,Non-binary,"€89,63",mastercard,Toys,Brazil,18:15:52
Trisha Greenall,Female,"€75,79",americanexpress,Health,Portugal,3:32:55
Codie Lindores,Female,"€71,69",americanexpress,Baby,France,16:39:29
Torrence Tellenbach,Male,"€7,94",visa,Toys,France,6:37:16
Jock Greenside,Male,"€13,47",mastercard,Kids,Brazil,22:00:27
Vin Deeley,Male,"€76,97",visa,Music,Brazil,20:52:44
Gui De-Ville,Female,"€19,76",visa,Health,Portugal,15:51:42
Stevie Gallagher,Male,"€53,86",mastercard,Sports,Argentina,19:06:23
Jeane D'Alesco,Female,"€55,90",visa,Computers,Argentina,11:26:19
Wilt Deroche,Male,"€9,47",americanexpress,Home,France,1:31:59
Mick Aldiss,Male,"€22,14",americanexpress,Computers,Brazil,22:28:28
Elle Dahlback,Female,"€38,89",visa,Sports,Spain,14:20:56
Yvon Duddy,Bigender,"€41,19",americanexpress,Tools,Argentina,9:46:12
Marve Moyce,Male,"€1,96",americanexpress,Sports,France,4:07:03
Seward Brechin,Male,"€2,36",visa,Tools,Brazil,1:38:46
Consolata Pett,Female,"€6,55",visa,Music,Brazil,5:27:56
Augie Baudon,Male,"€55,32",americanexpress,Games,Brazil,21:58:05
Caddric Halfhead,Non-binary,"€34,61",visa,Outdoors,Portugal,13:10:25
Brianne Cowdery,Female,"€13,55",americanexpress,Baby,Brazil,0:46:17
Allard Fernao,Male,"€93,06",americanexpress,Games,Brazil,23:37:13
Elita Mannock,Female,"€9,19",americanexpress,Shoes,France,19:17:43
Craig Cromb,Male,"€34,85",visa,Jewelry,France,14:11:38
Gardy Batrip,Male,"€88,76",mastercard,Computers,Brazil,23:42:32
Ginger Brattell,Male,"€1,53",mastercard,Toys,Portugal,18:27:25
Cecil O'dell,Male,"€3,67",mastercard,Electronics,Portugal,0:59:29
Fergus Haig,Male,"€66,10",mastercard,Industrial,Portugal,10:50:31
Maison Puddephatt,Bigender,"€74,09",visa,Jewelry,France,0:50:04
